uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"20 - 29",F,3
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,3
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,6
MG,PNEUMONIA,DOMICILIO,"20 - 29",F,3
MG,PNEUMONIA,DOMICILIO,"20 - 29",M,1
MG,PNEUMONIA,HOSPITAL,"20 - 29",F,42
MG,PNEUMONIA,HOSPITAL,"20 - 29",M,91
MG,PNEUMONIA,IGNORADO,"20 - 29",M,3
MG,PNEUMONIA,OUTRO,"20 - 29",M,2
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,5
MG,SEPTICEMIA,DOMICILIO,"20 - 29",M,1
MG,SEPTICEMIA,HOSPITAL,"20 - 29",F,84
MG,SEPTICEMIA,HOSPITAL,"20 - 29",M,112
MG,SEPTICEMIA,IGNORADO,"20 - 29",F,2
MG,SEPTICEMIA,IGNORADO,"20 - 29",M,1
MG,SEPTICEMIA,OUTRO,"20 - 29",F,1
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
MG,SRAG,HOSPITAL,"20 - 29",F,4
MG,SRAG,HOSPITAL,"20 - 29",M,7
MG,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
MS,OUTRAS,DOMICILIO,"20 - 29",F,12
MS,OUTRAS,DOMICILIO,"20 - 29",M,16
MS,OUTRAS,HOSPITAL,"20 - 29",F,22
MS,OUTRAS,HOSPITAL,"20 - 29",M,52
MS,OUTRAS,IGNORADO,"20 - 29",M,1
MS,OUTRAS,OUTRO,"20 - 29",M,20
MS,OUTRAS,POSTO_SAUDE,"20 - 29",F,1
MS,OUTRAS,POSTO_SAUDE,"20 - 29",M,1
MS,OUTRAS,VIA_PUBLICA,"20 - 29",F,6
MS,OUTRAS,VIA_PUBLICA,"20 - 29",M,31
MS,COVID,HOSPITAL,"20 - 29",F,5
MS,COVID,HOSPITAL,"20 - 29",M,7
MS,INDETERMINADA,HOSPITAL,"20 - 29",M,1
MS,INDETERMINADA,POSTO_SAUDE,"20 - 29",M,1
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,6
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,4
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,1
MS,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"20 - 29",M,1
MS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,2
MS,PNEUMONIA,DOMICILIO,"20 - 29",M,1
MS,PNEUMONIA,HOSPITAL,"20 - 29",F,10
MS,PNEUMONIA,HOSPITAL,"20 - 29",M,25
MS,SEPTICEMIA,DOMICILIO,"20 - 29",M,1
MS,SEPTICEMIA,HOSPITAL,"20 - 29",F,12
MS,SEPTICEMIA,HOSPITAL,"20 - 29",M,16
MS,SRAG,HOSPITAL,"20 - 29",M,4
MT,OUTRAS,DOMICILIO,"20 - 29",F,4
MT,OUTRAS,DOMICILIO,"20 - 29",M,18
MT,OUTRAS,HOSPITAL,"20 - 29",F,19
MT,OUTRAS,HOSPITAL,"20 - 29",M,57
MT,OUTRAS,IGNORADO,"20 - 29",F,50
MT,OUTRAS,IGNORADO,"20 - 29",M,152
MT,OUTRAS,OUTRO,"20 - 29",F,4
MT,OUTRAS,OUTRO,"20 - 29",M,13
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
MT,OUTRAS,VIA_PUBLICA,"20 - 29",F,3
MT,OUTRAS,VIA_PUBLICA,"20 - 29",M,17
MT,COVID,HOSPITAL,"20 - 29",F,13
MT,COVID,HOSPITAL,"20 - 29",M,10
MT,COVID,IGNORADO,"20 - 29",F,14
MT,COVID,IGNORADO,"20 - 29",M,4
MT,COVID,OUTRO,"20 - 29",F,1
MT,INDETERMINADA,HOSPITAL,"20 - 29",M,1
MT,INDETERMINADA,IGNORADO,"20 - 29",M,3
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,1
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,3
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,5
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"20 - 29",F,2
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"20 - 29",M,2
MT,PNEUMONIA,HOSPITAL,"20 - 29",F,4
MT,PNEUMONIA,HOSPITAL,"20 - 29",M,9
MT,PNEUMONIA,IGNORADO,"20 - 29",F,1
MT,PNEUMONIA,IGNORADO,"20 - 29",M,2
MT,PNEUMONIA,VIA_PUBLICA,"20 - 29",M,1
MT,SEPTICEMIA,DOMICILIO,"20 - 29",M,1
MT,SEPTICEMIA,HOSPITAL,"20 - 29",F,4
MT,SEPTICEMIA,HOSPITAL,"20 - 29",M,12
MT,SEPTICEMIA,IGNORADO,"20 - 29",F,1
MT,SEPTICEMIA,IGNORADO,"20 - 29",M,4
PA,OUTRAS,DOMICILIO,"20 - 29",F,29
PA,OUTRAS,DOMICILIO,"20 - 29",M,75
PA,OUTRAS,HOSPITAL,"20 - 29",F,80
PA,OUTRAS,HOSPITAL,"20 - 29",M,164
PA,OUTRAS,IGNORADO,"20 - 29",F,1
PA,OUTRAS,IGNORADO,"20 - 29",M,4
PA,OUTRAS,OUTRO,"20 - 29",F,11
PA,OUTRAS,OUTRO,"20 - 29",M,62
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,7
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,18
PA,OUTRAS,VIA_PUBLICA,"20 - 29",F,18
PA,OUTRAS,VIA_PUBLICA,"20 - 29",I,1
PA,OUTRAS,VIA_PUBLICA,"20 - 29",M,138
PA,COVID,DOMICILIO,"20 - 29",F,1
PA,COVID,DOMICILIO,"20 - 29",M,1
PA,COVID,HOSPITAL,"20 - 29",F,28
PA,COVID,HOSPITAL,"20 - 29",M,41
PA,COVID,OUTRO,"20 - 29",M,1
PA,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
PA,COVID,VIA_PUBLICA,"20 - 29",M,1
PA,INDETERMINADA,OUTRO,"20 - 29",F,1
PA,INDETERMINADA,OUTRO,"20 - 29",M,3
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,3
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,5
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,17
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,24
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,2
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,4
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,1
PA,PNEUMONIA,DOMICILIO,"20 - 29",F,2
PA,PNEUMONIA,DOMICILIO,"20 - 29",M,3
PA,PNEUMONIA,HOSPITAL,"20 - 29",F,25
PA,PNEUMONIA,HOSPITAL,"20 - 29",M,42
PA,PNEUMONIA,OUTRO,"20 - 29",M,1
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,8
PA,SEPTICEMIA,HOSPITAL,"20 - 29",F,28
PA,SEPTICEMIA,HOSPITAL,"20 - 29",M,37
PA,SEPTICEMIA,OUTRO,"20 - 29",F,2
PA,SEPTICEMIA,OUTRO,"20 - 29",M,1
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
PA,SRAG,DOMICILIO,"20 - 29",M,1
PA,SRAG,HOSPITAL,"20 - 29",F,2
PA,SRAG,HOSPITAL,"20 - 29",M,2
PA,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PB,OUTRAS,DOMICILIO,"20 - 29",F,10
PB,OUTRAS,DOMICILIO,"20 - 29",M,32
PB,OUTRAS,HOSPITAL,"20 - 29",F,56
PB,OUTRAS,HOSPITAL,"20 - 29",M,66
PB,OUTRAS,OUTRO,"20 - 29",F,3
PB,OUTRAS,OUTRO,"20 - 29",M,15
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,4
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,7
PB,OUTRAS,VIA_PUBLICA,"20 - 29",F,3
PB,OUTRAS,VIA_PUBLICA,"20 - 29",M,40
PB,COVID,HOSPITAL,"20 - 29",F,12
PB,COVID,HOSPITAL,"20 - 29",M,21
PB,COVID,OUTRO,"20 - 29",M,1
PB,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
PB,INDETERMINADA,DOMICILIO,"20 - 29",F,1
PB,INDETERMINADA,DOMICILIO,"20 - 29",M,2
PB,INDETERMINADA,HOSPITAL,"20 - 29",M,1
PB,INDETERMINADA,OUTRO,"20 - 29",F,1
PB,INDETERMINADA,OUTRO,"20 - 29",M,1
PB,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,2
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,2
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,11
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,16
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
PB,PNEUMONIA,DOMICILIO,"20 - 29",F,2
PB,PNEUMONIA,DOMICILIO,"20 - 29",M,2
PB,PNEUMONIA,HOSPITAL,"20 - 29",F,13
PB,PNEUMONIA,HOSPITAL,"20 - 29",M,24
PB,PNEUMONIA,OUTRO,"20 - 29",M,3
PB,SEPTICEMIA,DOMICILIO,"20 - 29",F,1
PB,SEPTICEMIA,HOSPITAL,"20 - 29",F,15
PB,SEPTICEMIA,HOSPITAL,"20 - 29",M,16
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
PB,SEPTICEMIA,POSTO_SAUDE,"20 - 29",M,1
PB,SRAG,HOSPITAL,"20 - 29",M,2
PB,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
PE,OUTRAS,DOMICILIO,"20 - 29",F,39
PE,OUTRAS,DOMICILIO,"20 - 29",M,139
PE,OUTRAS,HOSPITAL,"20 - 29",F,138
PE,OUTRAS,HOSPITAL,"20 - 29",M,274
PE,OUTRAS,IGNORADO,"20 - 29",F,3
PE,OUTRAS,IGNORADO,"20 - 29",M,13
PE,OUTRAS,OUTRO,"20 - 29",F,9
PE,OUTRAS,OUTRO,"20 - 29",M,93
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,4
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,25
PE,OUTRAS,VIA_PUBLICA,"20 - 29",F,23
PE,OUTRAS,VIA_PUBLICA,"20 - 29",M,232
PE,COVID,HOSPITAL,"20 - 29",F,39
PE,COVID,HOSPITAL,"20 - 29",M,33
PE,INDETERMINADA,DOMICILIO,"20 - 29",M,6
PE,INDETERMINADA,HOSPITAL,"20 - 29",F,1
PE,INDETERMINADA,HOSPITAL,"20 - 29",M,6
PE,INDETERMINADA,IGNORADO,"20 - 29",F,1
PE,INDETERMINADA,OUTRO,"20 - 29",F,1
PE,INDETERMINADA,OUTRO,"20 - 29",M,3
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
PE,INDETERMINADA,VIA_PUBLICA,"20 - 29",F,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,2
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,5
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,19
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,19
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",F,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",F,1
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,1
PE,PNEUMONIA,DOMICILIO,"20 - 29",M,2
PE,PNEUMONIA,HOSPITAL,"20 - 29",F,29
PE,PNEUMONIA,HOSPITAL,"20 - 29",M,37
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
PE,SEPTICEMIA,DOMICILIO,"20 - 29",F,2
PE,SEPTICEMIA,DOMICILIO,"20 - 29",M,1
PE,SEPTICEMIA,HOSPITAL,"20 - 29",F,60
PE,SEPTICEMIA,HOSPITAL,"20 - 29",M,86
PE,SRAG,DOMICILIO,"20 - 29",M,2
PE,SRAG,HOSPITAL,"20 - 29",F,20
PE,SRAG,HOSPITAL,"20 - 29",M,35
PE,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PE,SRAG,VIA_PUBLICA,"20 - 29",F,1
PI,OUTRAS,DOMICILIO,"20 - 29",F,10
PI,OUTRAS,DOMICILIO,"20 - 29",M,18
PI,OUTRAS,HOSPITAL,"20 - 29",F,26
PI,OUTRAS,HOSPITAL,"20 - 29",M,37
PI,OUTRAS,OUTRO,"20 - 29",F,2
PI,OUTRAS,OUTRO,"20 - 29",M,10
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
PI,OUTRAS,VIA_PUBLICA,"20 - 29",M,9
PI,COVID,DOMICILIO,"20 - 29",F,1
PI,COVID,DOMICILIO,"20 - 29",M,1
PI,COVID,HOSPITAL,"20 - 29",F,11
PI,COVID,HOSPITAL,"20 - 29",M,5
PI,INDETERMINADA,DOMICILIO,"20 - 29",M,1
PI,INDETERMINADA,OUTRO,"20 - 29",M,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,2
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,5
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,3
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,8
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,1
PI,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",F,1
PI,PNEUMONIA,HOSPITAL,"20 - 29",F,10
PI,PNEUMONIA,HOSPITAL,"20 - 29",M,17
PI,SEPTICEMIA,DOMICILIO,"20 - 29",M,1
PI,SEPTICEMIA,HOSPITAL,"20 - 29",F,17
PI,SEPTICEMIA,HOSPITAL,"20 - 29",M,17
PI,SRAG,HOSPITAL,"20 - 29",M,2
PI,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PR,OUTRAS,DOMICILIO,"20 - 29",F,36
PR,OUTRAS,DOMICILIO,"20 - 29",M,113
PR,OUTRAS,HOSPITAL,"20 - 29",F,116
PR,OUTRAS,HOSPITAL,"20 - 29",M,260
PR,OUTRAS,OUTRO,"20 - 29",F,11
PR,OUTRAS,OUTRO,"20 - 29",M,139
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,6
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,14
PR,OUTRAS,POSTO_SAUDE,"20 - 29",M,1
PR,OUTRAS,VIA_PUBLICA,"20 - 29",F,30
PR,OUTRAS,VIA_PUBLICA,"20 - 29",M,220
PR,COVID,DOMICILIO,"20 - 29",F,1
PR,COVID,DOMICILIO,"20 - 29",M,2
PR,COVID,HOSPITAL,"20 - 29",F,35
PR,COVID,HOSPITAL,"20 - 29",M,43
PR,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
PR,INDETERMINADA,DOMICILIO,"20 - 29",F,2
PR,INDETERMINADA,HOSPITAL,"20 - 29",F,1
PR,INDETERMINADA,HOSPITAL,"20 - 29",M,2
PR,INDETERMINADA,OUTRO,"20 - 29",M,1
PR,INDETERMINADA,VIA_PUBLICA,"20 - 29",F,1
PR,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,2
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,3
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,19
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,15
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,2
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
PR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,1
PR,PNEUMONIA,DOMICILIO,"20 - 29",F,1
PR,PNEUMONIA,DOMICILIO,"20 - 29",M,3
PR,PNEUMONIA,HOSPITAL,"20 - 29",F,38
PR,PNEUMONIA,HOSPITAL,"20 - 29",M,46
PR,PNEUMONIA,OUTRO,"20 - 29",M,1
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
PR,PNEUMONIA,VIA_PUBLICA,"20 - 29",M,1
PR,SEPTICEMIA,HOSPITAL,"20 - 29",F,32
PR,SEPTICEMIA,HOSPITAL,"20 - 29",M,54
PR,SEPTICEMIA,OUTRO,"20 - 29",M,1
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PR,SRAG,HOSPITAL,"20 - 29",F,5
PR,SRAG,HOSPITAL,"20 - 29",M,4
RJ,OUTRAS,DOMICILIO,"20 - 29",F,51
RJ,OUTRAS,DOMICILIO,"20 - 29",M,127
RJ,OUTRAS,HOSPITAL,"20 - 29",F,278
RJ,OUTRAS,HOSPITAL,"20 - 29",M,671
RJ,OUTRAS,IGNORADO,"20 - 29",F,3
RJ,OUTRAS,IGNORADO,"20 - 29",M,4
RJ,OUTRAS,OUTRO,"20 - 29",F,21
RJ,OUTRAS,OUTRO,"20 - 29",M,123
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,88
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,170
RJ,OUTRAS,VIA_PUBLICA,"20 - 29",F,14
RJ,OUTRAS,VIA_PUBLICA,"20 - 29",M,153
RJ,COVID,DOMICILIO,"20 - 29",F,1
RJ,COVID,DOMICILIO,"20 - 29",M,1
RJ,COVID,HOSPITAL,"20 - 29",F,93
RJ,COVID,HOSPITAL,"20 - 29",M,89
RJ,COVID,IGNORADO,"20 - 29",M,1
RJ,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,9
RJ,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,15
RJ,INDETERMINADA,DOMICILIO,"20 - 29",F,2
RJ,INDETERMINADA,DOMICILIO,"20 - 29",M,5
RJ,INDETERMINADA,HOSPITAL,"20 - 29",F,4
RJ,INDETERMINADA,HOSPITAL,"20 - 29",M,8
RJ,INDETERMINADA,OUTRO,"20 - 29",M,4
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,3
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,8
RJ,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,3
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,2
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,9
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,41
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,47
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,11
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,25
RJ,PNEUMONIA,DOMICILIO,"20 - 29",M,1
RJ,PNEUMONIA,HOSPITAL,"20 - 29",F,97
RJ,PNEUMONIA,HOSPITAL,"20 - 29",M,134
RJ,PNEUMONIA,OUTRO,"20 - 29",F,1
RJ,PNEUMONIA,OUTRO,"20 - 29",M,1
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,18
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,18
RJ,PNEUMONIA,VIA_PUBLICA,"20 - 29",M,2
RJ,SEPTICEMIA,DOMICILIO,"20 - 29",F,1
RJ,SEPTICEMIA,DOMICILIO,"20 - 29",M,2
RJ,SEPTICEMIA,HOSPITAL,"20 - 29",F,105
RJ,SEPTICEMIA,HOSPITAL,"20 - 29",M,116
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,9
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,18
RJ,SRAG,HOSPITAL,"20 - 29",F,8
RJ,SRAG,HOSPITAL,"20 - 29",M,11
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
RN,OUTRAS,DOMICILIO,"20 - 29",F,8
RN,OUTRAS,DOMICILIO,"20 - 29",M,30
RN,OUTRAS,HOSPITAL,"20 - 29",F,26
RN,OUTRAS,HOSPITAL,"20 - 29",M,55
RN,OUTRAS,IGNORADO,"20 - 29",F,1
RN,OUTRAS,IGNORADO,"20 - 29",M,2
RN,OUTRAS,OUTRO,"20 - 29",F,4
RN,OUTRAS,OUTRO,"20 - 29",M,10
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,5
RN,OUTRAS,VIA_PUBLICA,"20 - 29",F,1
RN,OUTRAS,VIA_PUBLICA,"20 - 29",M,63
RN,COVID,HOSPITAL,"20 - 29",F,11
RN,COVID,HOSPITAL,"20 - 29",M,17
RN,INDETERMINADA,DOMICILIO,"20 - 29",M,1
RN,INDETERMINADA,HOSPITAL,"20 - 29",M,1
RN,INDETERMINADA,OUTRO,"20 - 29",M,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,2
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,5
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,4
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
RN,PNEUMONIA,HOSPITAL,"20 - 29",F,10
RN,PNEUMONIA,HOSPITAL,"20 - 29",M,11
RN,SEPTICEMIA,HOSPITAL,"20 - 29",F,14
RN,SEPTICEMIA,HOSPITAL,"20 - 29",M,17
RN,SRAG,HOSPITAL,"20 - 29",F,4
RN,SRAG,HOSPITAL,"20 - 29",M,3
RO,OUTRAS,DOMICILIO,"20 - 29",F,6
RO,OUTRAS,DOMICILIO,"20 - 29",M,25
RO,OUTRAS,HOSPITAL,"20 - 29",F,17
RO,OUTRAS,HOSPITAL,"20 - 29",M,33
RO,OUTRAS,OUTRO,"20 - 29",F,1
RO,OUTRAS,OUTRO,"20 - 29",M,15
RO,OUTRAS,VIA_PUBLICA,"20 - 29",F,1
RO,OUTRAS,VIA_PUBLICA,"20 - 29",M,28
RO,COVID,DOMICILIO,"20 - 29",M,1
RO,COVID,HOSPITAL,"20 - 29",F,8
RO,COVID,HOSPITAL,"20 - 29",M,13
RO,INDETERMINADA,DOMICILIO,"20 - 29",F,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,4
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,5
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,6
RO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,2
RO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,3
RO,PNEUMONIA,HOSPITAL,"20 - 29",F,8
RO,PNEUMONIA,HOSPITAL,"20 - 29",M,5
RO,SEPTICEMIA,HOSPITAL,"20 - 29",F,7
RO,SEPTICEMIA,HOSPITAL,"20 - 29",M,8
RR,OUTRAS,DOMICILIO,"20 - 29",F,1
RR,OUTRAS,DOMICILIO,"20 - 29",M,7
RR,OUTRAS,HOSPITAL,"20 - 29",F,9
RR,OUTRAS,HOSPITAL,"20 - 29",M,34
RR,OUTRAS,OUTRO,"20 - 29",F,2
RR,OUTRAS,OUTRO,"20 - 29",M,16
RR,OUTRAS,VIA_PUBLICA,"20 - 29",M,7
RR,COVID,HOSPITAL,"20 - 29",F,6
RR,COVID,HOSPITAL,"20 - 29",M,6
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,2
RR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,1
RR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,1
RR,PNEUMONIA,HOSPITAL,"20 - 29",F,1
RR,PNEUMONIA,HOSPITAL,"20 - 29",M,5
RR,SEPTICEMIA,HOSPITAL,"20 - 29",F,5
RR,SEPTICEMIA,HOSPITAL,"20 - 29",M,8
RS,OUTRAS,DOMICILIO,"20 - 29",F,25
RS,OUTRAS,DOMICILIO,"20 - 29",M,48
RS,OUTRAS,HOSPITAL,"20 - 29",F,117
RS,OUTRAS,HOSPITAL,"20 - 29",M,119
RS,OUTRAS,IGNORADO,"20 - 29",F,2
RS,OUTRAS,IGNORADO,"20 - 29",M,9
RS,OUTRAS,OUTRO,"20 - 29",F,8
RS,OUTRAS,OUTRO,"20 - 29",M,21
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,5
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,11
RS,OUTRAS,VIA_PUBLICA,"20 - 29",F,6
RS,OUTRAS,VIA_PUBLICA,"20 - 29",M,24
RS,COVID,DOMICILIO,"20 - 29",M,1
RS,COVID,HOSPITAL,"20 - 29",F,24
RS,COVID,HOSPITAL,"20 - 29",M,30
RS,COVID,IGNORADO,"20 - 29",M,1
RS,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
